RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Dayton, TN",msa,TN,79097,79000,79115,79210,79482,79724,80266,80836,81291,81441,81581,81881,82478,82829,83265,83299,83620,83786,84121,84443,84660,84949,84935,84949,84927,85005,85233,85359,85741,86082,86475,86798,87065,87346,87447,87599,87808,88281,88765,89271,89476,89619,89753,90094,90514,90829,91024,91138,91405,91892,92424,92897,93294,93720,94136,94613,95114,95612,95951,96232,96673,97452,98299,99210,99874,100678,101322,102004,102582,103172,103755,104336,105108,106117,107174,108007,108480,109105,109700,110375,110932,111585,112101,112461,112756,113408,114100,114832,114986,115089,115002,115289,115589,115869,115918,115942,115969,116129,116180,116306,116370,116439,116680,116803,117002,116942,117094,117105,117049,117088,116969,116767,116105,115512,114846,114198,113616,113142,113211,113393,113620,113622,113626,113831,114060,114257,114533,114691,114830,114626,114270,113900,113520,113110,112680,112335,112240,112203,112211,112146,112080,112041,111913,111813,111724,111741,111766,111688,111680,111628,111702,111808,111986,112216,112355,112463,112436,112316,112229,112434,112793,113072,113161,113293,113597,113945,114157,114412,114732,115173,115543,115818,116373,116926,117466,117847,118199,118687,119043,119439,119875,120349,120906,121446,122148,122881,123547,124135,124604,125083,125591,126046,126582,127108,127872,128644,129363,129932,130421,130978,131644,132379,133174,133751,134449,135045,135872,136727,137729,138822,139812,140710,141574,142303,143136,143573,144160,144617,145297,145896,146518,147135,147725,148258,148913,149556,150373,151041,151751,152432,153105,153761,154287,154896,155461,156032,156362,156727,157272,157830,158445,158967,160044,161113,162143,162783,162771,162373,161934,161919,,166815,,,179291,180697,182144,183772,186003,187883,189747,190554,191239,195748,200484,207640,210784,214118,215127,218862,222279,225751,227021,228603
"Columbus, NE",msa,NE,77872,77894,78202,78590,79203,79508,79869,80030,80325,80534,80789,81032,81390,81657,81953,82075,82400,82643,83065,83286,83580,83744,83944,84103,84305,84501,84686,84833,85106,85337,85652,85810,85992,86083,86193,86235,86329,86436,86660,86859,87143,87402,87681,87980,88291,88663,88903,89155,89347,89699,90143,90576,91094,91570,92120,92374,92533,92651,92871,93137,93392,93758,94240,94757,95241,95603,95975,95905,95726,95385,95402,95473,95591,95837,96172,96505,96646,96690,96690,96723,96698,96715,96792,96930,97155,97380,97622,97830,97836,97783,97588,97573,97509,97522,97639,97816,98068,,99537,99736,,99127,99213,99958,101740,103613,104446,104357,104251,104315,104356,104281,104027,103621,103188,103411,103645,104537,105638,107421,109463,110858,111759,111948,112150,114169,116165,118415,118732,118649,118864,119054,119197,118703,118073,118648,119563,120672,121031,121199,121602,121936,122191,122371,122692,123276,123883,124111,124277,124050,123325,122487,121670,121657,122160,123027,124449,125324,126276,127257,128357,129522,130014,130612,131674,133389,134772,135431,135741,136280,138172,139981,142750,141653,143365,142211,143654,143867,146033,147794,147933,148207,149083,150124,150901,151436,152208,152861,153408,153562,153916,154469,154809,155024,155461,156263,157574,159155,160731,161578,161948,162389,163181,163994,164948,165972,167002,168122,169423,170832,171900,172881,174038,175144,175977,176517,177010,177727,178537,179299,180129,181205,182513,183885,185096,185994,186685,187390,188512,189724,190801,191661,192321,193309,194519,196222,197590,198527,198423,198324,198275,199018,199549,200017,200050,200404,200976,201824,202584,203227,204638,206240,,213769,217548,219510,221388,223448,225422,227710,229160,230361,231164,235303,239350,242988,243429,243904,244379,246629,248844,251806,253470,255156
"Martin, TN",msa,TN,71656,71797,71872,71980,71948,71954,72098,72354,72596,72729,72933,73275,73842,74170,74523,74761,75109,75245,75344,75523,75843,76071,76165,76065,75893,75771,75690,75692,75840,75992,76234,76383,76552,76662,76724,76796,76885,77105,77431,77793,78011,78043,78034,78128,78279,78520,78679,78863,79014,79258,79598,79983,,,79225,79293,78039,76853,77138,77247,77223,77495,78008,78802,79446,80370,80941,81558,81759,82104,81999,81873,82296,82902,83240,83003,82757,82819,82705,82612,82442,82503,82642,82777,82963,83308,83811,84252,84509,84580,84445,84544,84544,84558,84514,84571,84999,85322,85657,85650,85619,85405,85148,84881,84753,84662,84536,84370,84064,83903,83727,83632,83381,82950,82484,81962,81539,81153,80854,80580,80314,80077,79993,80016,80131,80133,80146,80116,80138,80017,79769,79397,79026,78586,78224,77941,77811,77705,77760,77930,78180,78301,78323,78307,78298,78282,78259,78268,78315,78295,78242,78178,78179,78236,78372,78542,78648,78660,78755,78913,79108,79271,79475,79719,79944,80185,80505,80829,81079,81258,81482,81812,82167,82530,82848,83203,83542,83900,84177,84418,84498,84626,84789,85097,85425,85837,86298,86722,87123,87600,88094,88642,89028,89415,89707,90061,90411,90827,91256,91637,92003,92444,93008,93476,93974,94379,94917,95456,95955,96460,96906,97440,98049,98715,99400,100016,100604,101248,101904,102552,103052,103457,103773,104199,104541,104940,105337,105265,105146,104873,105134,105374,105661,105858,106011,106127,106290,106451,106672,106946,107203,107596,108207,108859,109315,109448,109500,109449,109555,109468,109874,110392,,114952,117323,118416,119458,120334,121367,121834,122375,122528,122891,125624,128413,132704,134477,136390,136900,139289,141569,144080,144940,146363
"Dodge City, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114866,115207,115689,116480,117273,117763,118340,118926,119665,120160,120456,120574,120942,121653,122482,123373,123312,123124,122630,122679,122764,122744,122797,123008,123482,124275,124693,125865,127553,129542,131828,133832,136167,137746,139124,140641,142073,143828,145239,146625,147491,148859,149834,150334,150051,150115,150631,152800,155105,157459,158906,160261
"Dickinson, ND",msa,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152552,152855,153146,153820,154284,154838,155068,155490,155659,156329,157049,158210,159145,160142,160890,161799,162537,163456,164158,164920,165531,166339,167221,168321,169245,170260,171191,172105,172906,173800,175016,176467,177921,179432,180936,182795,184651,186588,188452,190598,192779,194953,197099,199527,201685,203821,205868,208317,210400,212387,213985,215706,217196,,226137,230657,,233654,235441,237361,239078,240580,242334,244258,246125,247528,248902,250437,252294,254185,255882,257975,259815,261304,262053,262677,263395,264023,264603,265380,266382,267400,268346,268701,269072,269209,269688,270139,270382,270674,271231,272060,272837,273258,273729,274102,274387,273932,273220,272543,272283,272231,272153,272260,272371,272625,272821,272765,272530,272369,272542,272445,272545,272848,273775,274847,275894,276033,276208,276170,276791,277372,278113,278920,278563,277991,277437,277656,278283,279111,278987,278460,277757,277506,277391,277054,278395,279549,280904,281067,281478,282086,283079,284072,284948,286146,287234,288371,289001,292216,295223,298574,299394,300476,301303,302260,302985,303889,304797,305805
"Troy, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117776,117726,117932,118412,118968,119841,120499,121498,122056,122777,123011,123207,123256,123503,123838,124351,124729,124982,125005,125298,125660,126173,126725,126926,126824,126472,126881,127240,127901,128018,128203,127918,127786,127999,128149,128235,128264,128591,129033,129674,130329,132178,133903,135929,136904,138076,138799,139431,139960,140715,141604,142309,145076,147759,151009,152126,153146,153613,154844,156008,156922,157320,157770
"Plainview, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66829,66756,66735,66732,66750,66698,66564,66394,66185,65964,65760,65577,65407,65227,65230,65312,65418,65428,65393,65269,65088,64860,64699,64472,64226,63957,63862,63876,63968,64016,64023,64057,64125,64218,64257,64239,64222,64209,64251,64416,64625,64862,65012,65217,65275,65347,65394,65596,65784,65973,66201,66554,66939,67295,67584,67944,68288,68619,68900,69229,69551,69870,70187,70575,71040,71425,71758,71942,72220,72499,72833,73287,73747,74182,74479,74770,75130,75436,75831,76084,76361,76540,76816,77084,77311,77516,77721,77950,78225,78474,78765,78978,79199,79447,79838,80304,80784,81148,81492,81703,81954,82100,82242,82349,82544,82792,83065,83496,84009,84545,84870,85140,85419,85734,85900,86148,86378,86726,86935,87040,87137,87223,87522,87776,88103,88344,88645,88919,89157,89294,89332,89361,89140,88947,,87671,87043,87063,87052,87207,87519,88146,88628,89748,90887,92326,92609,92831,92995,93780,94676,95543,95959,95930,97517,99186,101445,102014,103004,103589,105375,106709,108160,108509,109123
"Taos, NM",msa,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171017,169801,169590,167933,167213,166046,165608,166427,167741,169576,169841,170671,170995,170879,170081,170429,171136,172542,172696,172764,171852,171902,172306,172716,172752,173410,175575,176863,178244,178524,178813,178634,179099,180574,182644,183561,188840,193358,198553,199986,201164,202393,203199,204941,205971,206390,205916,206525,209711,214040,217775,220513,222523,224826,226156,228280,229351,228983,227490,226142,225187,225223,225551,227279,228401,229686,230929,232445,235131,236078,235952,234925,237249,239452,241973,242649,243987,245771,248593,251679,256125,258241,260526,262349,263670,265038,264245,266198,270446,274281,278638,280264,282166,282168,282123,283314,284292,286277,287377,289074,289608,291043,292643,294089,296789,300051,307545,313768,319418,322137,324426,328688,332945,338579,343012,348990,352473,356585,354769,360721,363694,371191,372125,374452,376375,380849,386801,393107,395618,398368
"Beeville, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81741,81955,82092,82306,82555,82824,83122,83280,83419,83466,83505,83607,83961,84449,84861,85232,85679,86127,86519,86779,87201,87830,88577,89369,90313,91316,92255,92952,93612,94345,95011,95558,95892,96250,96686,97307,98085,98812,99493,100118,100959,102030,103037,103834,104554,105167,105516,105759,106218,106907,107712,108490,109338,110004,110658,111228,111812,112463,113233,114190,114981,115701,116225,116833,117561,118439,119127,119889,120518,121353,122060,122939,123864,124812,125548,126179,126922,127506,127817,127930,128372,129105,129644,130029,130371,131008,131698,132356,132894,133363,133787,134242,134686,135198,135693,136331,136785,136730,136355,136099,136227,136536,136902,137259,137376,136944,136937,136944,,140444,,145045,146833,148016,149269,150519,151730,152908,154351,157871,161255,165065,166233,167660,168184,170183,172139,174634,176494,178392
"Jackson, OH",msa,OH,59052,58899,59114,59293,59644,59709,59797,59863,60107,60476,60824,61225,61433,61685,61886,62199,62434,62453,62507,62635,63016,63436,63751,63930,64076,64300,64466,64556,64704,64883,65087,65202,65332,65430,65557,65677,65830,66001,66168,66278,66552,66776,67002,67170,67417,67763,67951,68054,68051,68115,68247,68427,68650,68806,69003,69064,69241,69365,69537,69773,70119,70484,70698,70807,70996,71215,71474,71564,71646,71652,71682,71759,71719,71629,71409,71259,71258,71304,71404,71485,71527,71549,71557,71654,71690,71545,71358,71262,71295,71313,71152,71086,70974,71006,71000,71053,71113,70978,70763,70315,70040,69823,69807,69668,69406,69194,69059,69030,68798,68602,68319,68180,68021,67841,67690,67368,66997,66611,66255,66032,65784,65786,65889,65943,65931,65843,65781,65673,65608,65554,65408,65234,64836,64464,64079,63970,63944,63983,64020,64026,63967,63935,63866,63782,63708,63704,63776,63865,63915,63876,63764,63669,63673,63739,63811,63728,63244,62760,62397,62432,62522,62669,62798,62913,63050,63259,63447,63690,64393,65137,65842,66170,66535,66811,67012,67155,67273,67423,67557,67751,67915,68199,68509,68838,69007,69226,69385,69657,69901,70131,70243,70393,70844,71597,72382,72983,73428,73791,74028,74219,74733,75361,76040,76405,76767,77199,77746,78188,78468,78620,78931,79153,79398,79511,79924,80359,80928,81508,82311,83166,83976,84568,85051,85399,85923,86374,86864,87180,87601,87929,88131,88399,88750,89342,89975,90720,91236,91687,91788,91929,91994,92088,92270,92385,92882,93331,93828,94065,94092,94385,95549,97001,,100731,102236,103048,103832,104977,105770,106732,107547,108581,109484,111489,113437,114974,115224,115643,116209,117735,119025,120497,121204,122096
"Frankfort, IN",msa,IN,,,88211,88309,88216,88448,88805,89374,89735,90103,90437,90888,91473,91965,92385,92619,92663,92825,92961,93469,93805,94147,94249,94345,94493,94765,95068,95194,95152,95235,95377,95689,95852,96019,96124,96228,96424,96721,96984,97150,97036,97059,97049,97371,97534,97798,97885,98029,98219,98541,98832,99010,99021,99183,99396,99811,100143,100529,100719,100962,101193,101621,102022,102397,102727,103037,103330,103526,103687,103813,103936,104017,104061,104118,104102,104066,104076,104118,104186,104327,104586,104891,105113,105266,105446,105655,105871,106006,105981,105839,105581,105528,105499,105545,105627,105832,106118,106338,106425,106315,106044,105790,105562,105329,105105,104954,104821,104618,104511,104546,104561,104447,104121,103716,103190,102710,102239,101789,101352,101011,100713,100588,100496,100496,100359,100229,100076,99886,99934,99983,99972,99672,99377,99100,98912,98662,98523,98309,98139,98039,97925,97805,97656,97551,97452,97304,97217,97214,97186,97202,97242,97422,97501,97310,97215,97107,97133,96877,96641,96506,96394,96255,96117,96121,96149,96124,96080,96155,96234,96296,96313,96446,96617,96863,97161,97513,97865,98161,98402,98623,98914,99136,99376,99540,99693,99867,100049,100203,100255,100282,100433,100531,100535,100588,100759,101075,101375,101687,102011,102283,102484,102751,102953,103226,103557,104024,104520,104937,105360,105824,106277,106791,107221,107587,107918,108326,108659,109034,109461,110115,110760,111442,112121,112878,113374,113987,114475,115182,115799,116624,117340,118090,118708,119353,119888,120437,121065,121644,122216,122774,123388,123799,124114,124472,124970,125554,126038,126432,126840,127360,128624,129951,,,138509,140017,141510,142999,144513,145752,146927,148196,149369,151946,154250,156970,158169,159560,160673,162561,164242,165886,166879,168038
"Madison, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91567,91511,91521,91460,91514,91833,92300,92618,92810,92889,93061,93079,93074,93127,93196,93343,93297,93830,94284,94847,94889,94907,95155,95311,95352,95414,95623,96062,96591,97067,97867,98287,98822,,,,107591,107382,107115,107239,106419,106718,106561,107823,108196,108624,108781,108824,109235,109929,110510,110930,111448,112123,112753,113544,114212,115308,116018,116747,117001,117356,117623,117966,118522,119342,120199,120914,121492,122238,123139,124137,125330,126447,127688,128742,129662,130348,130840,131582,132327,132992,133430,134104,134924,135953,136905,138066,138842,139258,139467,139881,140314,140758,140966,141516,141882,142310,142458,142683,143127,143401,143774,144128,144814,145555,147128,149066,,155895,159166,161039,163334,165338,167155,168495,170039,171469,172954,176182,179437,182938,184512,186187,187468,189475,191314,193280,194523,195712
"Taylorville, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73107,73010,72790,72486,72155,71847,71525,71031,70660,70179,69930,69576,69263,68997,68848,68862,68930,68929,69750,70455,71259,71031,70822,70482,70217,69971,69662,69487,69364,69429,69419,69292,69139,69000,68907,68860,68818,68798,68772,68792,68855,68926,68948,68814,68732,68641,68720,68770,68904,69061,69186,69319,69492,69709,69904,69977,70103,70252,70540,70765,71150,71536,71995,72352,72735,73096,73421,73664,73921,74167,74428,74640,74825,74985,75237,75529,75860,76112,76347,76537,76762,77006,77286,77447,77689,77947,78418,78845,79318,79680,80048,80591,81174,81711,81951,82176,82416,82680,83000,83397,83948,84468,84890,85206,85544,85951,86360,86763,87166,87573,87957,88361,88720,88858,88841,88885,89094,89398,89632,89919,90223,90584,90970,91299,91645,91965,92286,92573,92862,93201,93238,93208,93150,93394,93637,93867,93703,93527,93321,93247,93201,93018,93252,93470,94386,95308,96429,97106,97707,98285,99000,99835,100538,100973,101230,102163,103005,104095,104483,105071,105418,106321,106931,107532,107648,108294
"Paris, TN",msa,TN,77898,78119,78179,78359,78448,78582,78782,79090,79418,79796,80160,80669,81214,81614,81977,82049,82163,82227,82438,82653,82857,83067,83178,83262,83281,83395,83494,83599,83725,83861,84092,84239,84368,84402,84438,84548,84717,85070,85421,85809,85966,86078,,,,,83271,85106,87018,87364,87804,88209,87146,85973,84758,84850,84999,85220,85629,85802,86115,86293,86815,87128,87509,87873,88356,88950,89328,90079,90585,90988,90934,90897,91132,91214,91301,91471,91721,92124,92608,93015,93150,93279,93320,94196,94609,95167,95015,95201,95445,95862,96168,96361,96752,97065,97806,98178,98658,98674,98634,98574,98553,98446,98193,97859,97576,97232,96896,96699,96577,96516,96250,95838,95298,94676,94062,93497,92990,92583,92231,92021,91962,92005,92150,92325,92584,92711,92652,92291,91765,91241,90746,90346,89935,89723,89597,89535,89531,89597,89723,89648,89424,89227,89188,89256,89337,89442,89681,89848,89991,90003,90059,90103,90179,90297,90427,90615,90797,91015,91198,91288,91391,91562,91797,92101,92388,92784,93143,93521,93923,94344,94821,95228,95633,96002,96378,96741,97014,97265,97667,98121,98599,98905,99271,99624,99999,100423,100859,101379,101862,102407,102860,103380,103989,104691,105374,105943,106501,107109,107764,108448,109105,109692,110193,110606,111112,111747,112414,113042,113609,114165,114788,115423,116137,116837,117360,117837,118298,118896,119479,120028,120598,121148,121759,122384,123021,123587,124120,124607,125102,125507,125974,126352,126710,126946,127177,127386,127763,128134,128608,129331,130194,131061,131580,131925,132145,132195,132356,132394,132967,133685,,138715,141317,142552,143803,145055,146631,147569,148504,148804,149469,152915,156435,161597,163779,166077,166869,169687,172356,174912,175734,176918
"Cambridge, MD",msa,MD,87430,87636,87712,87952,88236,88646,89231,89620,90121,90436,91082,91671,92361,92987,93568,94204,94919,95693,96444,96832,97279,97648,98305,98913,99559,100573,101731,103118,104137,105131,106096,106880,107534,108123,108855,109527,110099,110885,111810,112835,113883,114980,116148,117340,118723,120373,122070,123709,125140,127163,129329,131783,133816,135845,138162,140596,143224,145607,148029,150531,153109,155875,158711,161841,165122,168654,171961,174944,,,,,169835,177720,183751,192102,196567,202016,202766,203834,201438,199224,196555,197088,200496,203720,207083,207052,206481,206037,205356,205453,205596,204736,202952,200002,197191,194564,192134,190214,188185,185938,183584,181914,180566,180115,179284,178215,176385,174396,172549,170887,169414,167769,166265,164803,163831,163361,163264,162990,162145,161029,160230,159704,159434,159014,158702,158527,158255,158140,157824,157467,156557,155378,154147,153191,152617,152141,151994,151924,152480,152952,153186,152873,152311,151622,151234,150924,150977,150815,151025,151115,151556,152055,152689,153041,152983,152757,152652,152612,152666,152590,152852,153046,153426,153894,154505,154945,154854,154612,154641,154679,154870,154866,155224,155281,155287,155255,155585,155785,155722,155659,155725,155871,155867,155763,155676,155394,155141,154882,154717,154622,154793,155010,155226,155204,155402,155433,155444,155173,154869,154635,154522,154599,154713,154912,155254,155516,155688,155672,155213,154793,154461,154605,154899,155012,155051,154974,155161,155597,156061,156511,156758,157058,157331,157523,157652,157744,157939,158195,158750,159521,160234,160818,161487,162325,163083,163848,163426,162761,161900,161972,162132,162310,162235,162445,162699,163201,163713,164118,165514,166887,170129,172803,176171,178166,180576,182758,185076,187334,189504,191507,192958,195100,197136,198343,198574,198897,200029,202533,204839,207375,209001,210864
"Juneau, AK",msa,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298976,300614,301841,304440,307012,310068,313121,316385,319106,322013,324584,327023,329188,331281,332920,334402,335704,337098,338228,338862,340345,342263,344583,345829,346776,347334,347225,344368,341661,,329850,325063,325405,331365,336204,338929,339264,338651,338341,338114,337763,337801,338174,338437,338384,338052,337966,337654,337257,336627,335746,334894,334269,334015,333990,333519,333027,332366,332317,332326,332583,332825,333303,333600,333850,334383,335204,335850,336039,335777,335609,335301,335067,335025,334971,335272,335512,336245,336894,337097,336934,336454,336473,336480,336646,336555,336645,337508,338744,340597,342324,344004,345166,345723,346311,346772,347553,348294,349284,349867,350385,351003,351840,352376,352810,352708,352776,352788,353948,355498,357025,358253,359420,361039,362769,364269,364983,365240,365507,366028,366945,367945,369647,371629,373352,374824,376154,377852,378861,379332,379514,379910,380196,380420,380635,381219,382177,383146,383886,384562,385053,385537,385882,386558,387458,388275,389288,390412,391648,392384,393284,394396,395626,396498,396854,397255,397258,397658,398001,398787,399470,400199,400814,401764,403070,404628,405947,407499,409032,410231,411463,412704,414017,414913,415815,417307,418673,419927,420936,421626,422077,422449,422725,423106,423517,424437,425534,426453,429170,431808,435025,436771,439230,441935,444999,447704,450122,452375,454928,457245,459262,,473840,479769,479994,480253,482019,486930,492126,497443,499854,502087
